lj_id	lj_item	item	source	language	xsampa	ipa	cognacy	notes
53.2	new	new	Hirayama1992	Kofu	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Nagano	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Akiyama	ataraSi:\	ataraʃiˑ	A	/
53.2	new	new	Hirayama1992	Gifu	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Shizuoka	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Nagoya	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Ano	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Santou	sara	sara	B	/
53.2	new	new	Hirayama1992	Kyoto	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Osaka	ataraSi	ataraʃi	A	/
53.2	new	new	Hirayama1992	Kishiwada	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Kakogawa	ataraSi	ataraʃi	A	/
53.2	new	new	Hirayama1992	Yamato-Koriyama	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Totsukawa	sara:	saraː	B	/
53.2	new	new	Hirayama1992	Arida	ataraSi	ataraʃi	A	/
53.2	new	new	Hirayama1992	Tottori	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Izumo	atarasi_"	atarasï	A	/
53.2	new	new	Hirayama1992	Okayama	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Hiroshima	Ji:na	ɲiːna	C	/
53.2	new	new	Hirayama1992	Yuki	Ji:na	ɲiːna	C	/
53.2	new	new	Hirayama1992	Tokuji	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Tokushima	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Kagawa	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Matsuyama	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Oozu	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Kochi	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Fukuoka	ataraSi_0ka	ataraʃi̥ka	A	/
53.2	new	new	Hirayama1992	Kitagata	ataraSi_0ka	ataraʃi̥ka	A	/
53.2	new	new	Hirayama1992	Nagasaki	ataraSi_0ka	ataraʃi̥ka	A	/
53.2	new	new	Hirayama1992	Fukue	atarakka	atarakka	A	/
53.2	new	new	Hirayama1992	Kagami	ataraSi_0ka	ataraʃi̥ka	A	/
53.2	new	new	Hirayama1992	Notsu	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1992	Miyazaki	Jintona	ɲintona	C	/
53.2	new	new	Hirayama1992	Kagoshima	Jike	ɲike	C	/
53.2	new	new	Hirayama1992	Kamikoshiki	Ji:ka	ɲiːka	C	/
53.2	new	new	Hirayama1992	Naze	mi:SaN\	miːʃaɴ	C	/
53.2	new	new	Hirayama1992	Motobu	mi:SeN\	miːʃeɴ	C	/
53.2	new	new	Hirayama1992	Hirara	mi__zi_"ka__zi_"	miᶻïkaᶻï	C	/
53.2	new	new	Hirayama1992	Ikema	mi:kai	miːkai	C	/
53.2	new	new	Hirayama1992	Nagahama	mi_":kal`	mïːkaɭ	C	/
53.2	new	new	Hirayama1992	Tarama	mi_":Sa:l`	mïːʃaːɭ	C	/
53.2	new	new	Hirayama1992	Hatoma	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1966	Naze	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1966	Koniya	mi:sam	miːsam	C	/
53.2	new	new	Hirayama1966	Kametsu	mijaai	mijaai	C	/
53.2	new	new	Hirayama1966	Shitooke	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1966	Serikaku	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1966	Chabana	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1966	Hentona	mi:haN\	miːhaɴ	C	/
53.2	new	new	Hirayama1966	Ie	ni:Sa	niːʃa	C	/
53.2	new	new	Hirayama1966	Ou	mi:haN\	miːhaɴ	C	/
53.2	new	new	Hirayama1966	Hirara	mii_":mii_"	miïːmiï	C	/
53.2	new	new	Hirayama1966	Ikema	mi:munu	miːmunu	C	/
53.2	new	new	Hirayama1966	Ishigaki	mi_":sa:N\	mïːsaːɴ	C	/
53.2	new	new	Hirayama1966	Hateruma	me_":sahaN\	mëːsahaɴ	C	/
53.2	new	new	Hirayama1966	Kagoshima	nike	nike	C	/
53.2	new	new	Hirayama1967	Naze	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1967	Shuri	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1967	Ou	mi:haN\	miːhaɴ	C	/
53.2	new	new	Hirayama1967	Ikema	mi:kai	miːkai	C	/
53.2	new	new	Hirayama1967	Oura	mii_"kaN\	miïkaɴ	C	/
53.2	new	new	Hirayama1967	Uechi	?arakai_"	ʔarakaï	A	/
53.2	new	new	Hirayama1967	Tarama	me:Sa:l`	meːʃaːɭ	C	/
53.2	new	new	Hirayama1967	Ishigaki	mi_":sa:N\	mïːsaːɴ	C	/
53.2	new	new	Hirayama1967	Ohama	mi:Sa:N\	miːʃaːɴ	C	/
53.2	new	new	Hirayama1967	Taketomi	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1967	Sonai	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1967	Kuroshima	?aramunu	ʔaramunu	A	/
53.2	new	new	Hirayama1967	Hateruma	ne_":SaN\	nëːʃaɴ	C	/
53.2	new	new	Hirayama1967	Yonaguni	?aran	ʔaran	A	/
53.2	new	new	Hirayama1967	Kagoshima	nike	nike	C	/
53.2	new	new	Hirayama1967	Kyoto	ataraSi:	ataraʃiː	A	/
53.2	new	new	Hirayama1988	Ishigaki	mi:SaN\	miːʃaɴ	C	/
53.2	new	new	Hirayama1988	Hateruma	me:sahaN\	meːsahaɴ	C	/
53.2	new	new	Hirayama1988	Yonaguni	?atarasaN\	ʔatarasaɴ	A	/
53.2	new	new	Hirayama1986	Wadomari	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1986	China	mi:saN\	miːsaɴ	C	/
53.2	new	new	Hirayama1986	Tokunoshima	mI:haI	mɪːhaɪ	C	/
53.3	to burn (intr.)	to burn (intr.)	Lee&Hasegawa2011	OldJapanese	moju	moju	A	/
53.3	to burn (intr.)	to burn (intr.)	Lee&Hasegawa2011	LateMiddleJapanese	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hattori1954	OldJapanese	moyu	moyu	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Sapporo	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Rebun	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Aomori	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hirosaki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hachinohe	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Morioka	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Ashiro	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Sendai	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Akita	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kawabe	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Amarume	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Koriyama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Aizutakada	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Ibaraki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Utsunomiya	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Takasaki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Menuma	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tako	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Sodegaura	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tokyo	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Okutama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hachijo	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Sagamihara	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Niigata	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Niibo	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Toyama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Gokayama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kanazawa	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Nanao	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Fukui	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kofu	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Nagano	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Akiyama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Gifu	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Shizuoka	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Nagoya	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Ano	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Santou	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kyoto	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Osaka	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kishiwada	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kakogawa	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Yamato-Koriyama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Totsukawa	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Arida	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tottori	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Izumo	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Okayama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hiroshima	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Yuki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tokuji	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tokushima	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kagawa	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Matsuyama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Oozu	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kochi	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Fukuoka	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kitagata	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Nagasaki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Fukue	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kagami	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Notsu	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Miyazaki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kagoshima	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Kamikoshiki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Naze	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Motobu	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hirara	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Ikema	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Nagahama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Tarama	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1992	Hatoma	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Naze	me_":rjuN\	mëːrjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Koniya	me_":jum	mëːjum	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Kametsu	me_":rui	mëːrui	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Shitooke	mi_":juN\	mïːjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Serikaku	mi:juN\	miːjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Chabana	muijuN\	muijuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Hentona	muiN\	muiɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Ie	mi:juN\	miːjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Ou	me:iN\	meːiɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Hirara	muii_"	muiï	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Ikema	mui	mui	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Ishigaki	muiruN\	muiruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Hateruma	me:ruN\	meːruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1966	Kagoshima	mojuT\	mojuᴛ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Naze	me_":rjuN\	mëːrjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Shuri	me:juN\	meːjuɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Ou	me:iN\	meːiɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Ikema	mui	mui	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Oura	muii_"	muiï	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Uechi	muii_"	muiï	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Tarama	muil`	muiɭ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Ishigaki	muiruN\	muiruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Ohama	muiN\	muiɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Taketomi	muiruN\	muiruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Sonai	mo:CiN\	moːçiɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Kuroshima	muiruN\	muiruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Hateruma	me:ruN\	meːruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Yonaguni	muiruN\	muiruɴ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Kagoshima	mojuT\	mojuᴛ	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1967	Kyoto	moeru	moeru	A	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1988	Ishigaki	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1988	Hateruma	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1988	Yonaguni	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1986	Wadomari	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1986	China	/	/	/	/
53.3	to burn (intr.)	to burn (intr.)	Hirayama1986	Tokunoshima	/	/	/	/
56.1	not	not	Lee&Hasegawa2011	OldJapanese	nu	nu	B	/
56.1	not	not	Lee&Hasegawa2011	LateMiddleJapanese	nu	nu	B	/
56.1	not	not	Hattori1954	OldJapanese	zu	zu	C	/
56.1	not	not	Hirayama1992	Sapporo	nai	nai	A	/
56.1	not	not	Hirayama1992	Rebun	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Aomori	ne	ne	A	/
56.1	not	not	Hirayama1992	Hirosaki	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Hachinohe	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Morioka	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Ashiro	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Sendai	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Akita	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Kawabe	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Amarume	nE:\	nɛˑ	A	/
56.1	not	not	Hirayama1992	Koriyama	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Aizutakada	nE:	nɛː	A	/
56.1	not	not	Hirayama1992	Ibaraki	nE:	nɛː	A	/
56.1	not	not	Hirayama1992	Utsunomiya	ne:	neː	A	/
56.1	not	not	Hirayama1992	Takasaki	ne:	neː	A	/
56.1	not	not	Hirayama1992	Menuma	/	/	/	/
56.1	not	not	Hirayama1992	Tako	nE:	nɛː	A	/
56.1	not	not	Hirayama1992	Sodegaura	nE:	nɛː	A	/
56.1	not	not	Hirayama1992	Tokyo	nai	nai	A	/
56.1	not	not	Hirayama1992	Okutama	nai	nai	A	/
56.1	not	not	Hirayama1992	Hachijo	nnaka	nnaka	A	/
56.1	not	not	Hirayama1992	Sagamihara	ne:	neː	A	/
56.1	not	not	Hirayama1992	Niigata	nE	nɛ	A	/
56.1	not	not	Hirayama1992	Niibo	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Toyama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Gokayama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kanazawa	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Nanao	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Fukui	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kofu	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Nagano	ne:	neː	A	/
56.1	not	not	Hirayama1992	Akiyama	nE:\	nɛˑ	A	/
56.1	not	not	Hirayama1992	Gifu	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Shizuoka	ne:	neː	A	/
56.1	not	not	Hirayama1992	Nagoya	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Ano	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Santou	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kyoto	heN\	heɴ	D	/
56.1	not	not	Hirayama1992	Osaka	heN\	heɴ	D	/
56.1	not	not	Hirayama1992	Kishiwada	hiN\	hiɴ	D	/
56.1	not	not	Hirayama1992	Kakogawa	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Yamato-Koriyama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Totsukawa	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Arida	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Tottori	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Izumo	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Okayama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Hiroshima	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Yuki	/	/	/	/
56.1	not	not	Hirayama1992	Tokuji	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Tokushima	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kagawa	/	/	/	/
56.1	not	not	Hirayama1992	Matsuyama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Oozu	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kochi	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Fukuoka	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kitagata	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Nagasaki	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Fukue	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kagami	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Notsu	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Miyazaki	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kagoshima	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Kamikoshiki	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Naze	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Motobu	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Hirara	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Ikema	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Nagahama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Tarama	N\	ɴ	B	/
56.1	not	not	Hirayama1992	Hatoma	nu	nu	B	/
56.1	not	not	Hirayama1966	Naze	/	/	/	/
56.1	not	not	Hirayama1966	Koniya	/	/	/	/
56.1	not	not	Hirayama1966	Kametsu	/	/	/	/
56.1	not	not	Hirayama1966	Shitooke	/	/	/	/
56.1	not	not	Hirayama1966	Serikaku	/	/	/	/
56.1	not	not	Hirayama1966	Chabana	/	/	/	/
56.1	not	not	Hirayama1966	Hentona	/	/	/	/
56.1	not	not	Hirayama1966	Ie	/	/	/	/
56.1	not	not	Hirayama1966	Ou	/	/	/	/
56.1	not	not	Hirayama1966	Hirara	/	/	/	/
56.1	not	not	Hirayama1966	Ikema	/	/	/	/
56.1	not	not	Hirayama1966	Ishigaki	/	/	/	/
56.1	not	not	Hirayama1966	Hateruma	/	/	/	/
56.1	not	not	Hirayama1966	Kagoshima	/	/	/	/
56.1	not	not	Hirayama1967	Naze	/	/	/	/
56.1	not	not	Hirayama1967	Shuri	/	/	/	/
56.1	not	not	Hirayama1967	Ou	/	/	/	/
56.1	not	not	Hirayama1967	Ikema	/	/	/	/
56.1	not	not	Hirayama1967	Oura	/	/	/	/
56.1	not	not	Hirayama1967	Uechi	/	/	/	/
56.1	not	not	Hirayama1967	Tarama	/	/	/	/
56.1	not	not	Hirayama1967	Ishigaki	/	/	/	/
56.1	not	not	Hirayama1967	Ohama	/	/	/	/
56.1	not	not	Hirayama1967	Taketomi	/	/	/	/
56.1	not	not	Hirayama1967	Sonai	/	/	/	/
56.1	not	not	Hirayama1967	Kuroshima	/	/	/	/
56.1	not	not	Hirayama1967	Hateruma	/	/	/	/
56.1	not	not	Hirayama1967	Yonaguni	/	/	/	/
56.1	not	not	Hirayama1967	Kagoshima	/	/	/	/
56.1	not	not	Hirayama1967	Kyoto	/	/	/	/
56.1	not	not	Hirayama1988	Ishigaki	nu	nu	B	/
56.1	not	not	Hirayama1988	Hateruma	nu	nu	B	/
56.1	not	not	Hirayama1988	Yonaguni	nuN\	nuɴ	B	/
56.1	not	not	Hirayama1986	Wadomari	N\	ɴ	B	/
56.1	not	not	Hirayama1986	China	N\	ɴ	B	/
56.1	not	not	Hirayama1986	Tokunoshima	N\	ɴ	B	/
56.2	good	good	Lee&Hasegawa2011	OldJapanese	jo_"Si	jöʃi	B	/
56.2	good	good	Lee&Hasegawa2011	LateMiddleJapanese	joSi	joʃi	B	/
56.2	good	good	Hattori1954	OldJapanese	yo_"si	yösi	B	/
56.2	good	good	Hirayama1992	Sapporo	joi	joi	B	/
56.2	good	good	Hirayama1992	Rebun	e_r:\	e̝ˑ	A	/
56.2	good	good	Hirayama1992	Aomori	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Hirosaki	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Hachinohe	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Morioka	e	e	A	/
56.2	good	good	Hirayama1992	Ashiro	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Sendai	e_r:	e̝ː	A	/
56.2	good	good	Hirayama1992	Akita	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Kawabe	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Amarume	e:\	eˑ	A	/
56.2	good	good	Hirayama1992	Koriyama	i_":	ïː	A	/
56.2	good	good	Hirayama1992	Aizutakada	__zi_":	ᶻïː	A	/
56.2	good	good	Hirayama1992	Ibaraki	e_r:	e̝ː	A	/
56.2	good	good	Hirayama1992	Utsunomiya	i_":	ïː	A	/
56.2	good	good	Hirayama1992	Takasaki	i:	iː	A	/
56.2	good	good	Hirayama1992	Menuma	i:	iː	A	/
56.2	good	good	Hirayama1992	Tako	i:	iː	A	/
56.2	good	good	Hirayama1992	Sodegaura	i:	iː	A	/
56.2	good	good	Hirayama1992	Tokyo	joi	joi	B	/
56.2	good	good	Hirayama1992	Okutama	i:	iː	A	/
56.2	good	good	Hirayama1992	Hachijo	jokkja	jokkja	B	/
56.2	good	good	Hirayama1992	Sagamihara	i:	iː	A	/
56.2	good	good	Hirayama1992	Niigata	e_r:	e̝ː	A	/
56.2	good	good	Hirayama1992	Niibo	i:	iː	A	/
56.2	good	good	Hirayama1992	Toyama	i:	iː	A	/
56.2	good	good	Hirayama1992	Gokayama	joi	joi	B	/
56.2	good	good	Hirayama1992	Kanazawa	i:	iː	A	/
56.2	good	good	Hirayama1992	Nanao	i:	iː	A	/
56.2	good	good	Hirayama1992	Fukui	i:	iː	A	/
56.2	good	good	Hirayama1992	Kofu	joi	joi	B	/
56.2	good	good	Hirayama1992	Nagano	e_r:	e̝ː	A	/
56.2	good	good	Hirayama1992	Akiyama	e_r:\	e̝ˑ	A	/
56.2	good	good	Hirayama1992	Gifu	e:	eː	A	/
56.2	good	good	Hirayama1992	Shizuoka	e:	eː	A	/
56.2	good	good	Hirayama1992	Nagoya	e:	eː	A	/
56.2	good	good	Hirayama1992	Ano	e:	eː	A	/
56.2	good	good	Hirayama1992	Santou	e:	eː	A	/
56.2	good	good	Hirayama1992	Kyoto	e:	eː	A	/
56.2	good	good	Hirayama1992	Osaka	e:	eː	A	/
56.2	good	good	Hirayama1992	Kishiwada	e:	eː	A	/
56.2	good	good	Hirayama1992	Kakogawa	e:	eː	A	/
56.2	good	good	Hirayama1992	Yamato-Koriyama	e:	eː	A	/
56.2	good	good	Hirayama1992	Totsukawa	i:	iː	A	/
56.2	good	good	Hirayama1992	Arida	e:	eː	A	/
56.2	good	good	Hirayama1992	Tottori	e:	eː	A	/
56.2	good	good	Hirayama1992	Izumo	e_r	e̝	A	/
56.2	good	good	Hirayama1992	Okayama	e:	eː	A	/
56.2	good	good	Hirayama1992	Hiroshima	e:	eː	A	/
56.2	good	good	Hirayama1992	Yuki	e:	eː	A	/
56.2	good	good	Hirayama1992	Tokuji	e:	eː	A	/
56.2	good	good	Hirayama1992	Tokushima	e:	eː	A	/
56.2	good	good	Hirayama1992	Kagawa	e:	eː	A	/
56.2	good	good	Hirayama1992	Matsuyama	e:	eː	A	/
56.2	good	good	Hirayama1992	Oozu	e:	eː	A	/
56.2	good	good	Hirayama1992	Kochi	ei	ei	A	/
56.2	good	good	Hirayama1992	Fukuoka	joka	joka	B	/
